soil_id,treatment,diameter,cumdist
iafbff,peroxide,4.20685,0.277476
iafbff,peroxide,4.31102,0.281061
iafbff,peroxide,4.41777,0.284665
iafbff,peroxide,4.52717,0.288289
iafbff,peroxide,4.63927,0.291932
iafbff,peroxide,4.75415,0.295597
iafbff,peroxide,4.87188,0.299282
iafbff,peroxide,4.99252,0.302989
iafbff,peroxide,5.11615,0.306719
iafbff,peroxide,5.24284,0.310472
iafbff,peroxide,5.37266,0.314248
iafbff,peroxide,5.50571,0.318049
iafbff,peroxide,5.64204,0.321875
iafbff,peroxide,5.78175,0.325726
iafbff,peroxide,5.92493,0.329603
iafbff,peroxide,6.07164,0.333507
iafbff,peroxide,6.22199,0.337438
iafbff,peroxide,6.37607,0.341403
iafbff,peroxide,6.53396,0.345436
iafbff,peroxide,6.69575,0.349539
iafbff,peroxide,6.86156,0.353705
iafbff,peroxide,7.03147,0.357926
iafbff,peroxide,7.20559,0.362197
iafbff,peroxide,7.38402,0.366511
iafbff,peroxide,7.56687,0.370861
iafbff,peroxide,7.75424,0.37524
iafbff,peroxide,7.94626,0.379643
iafbff,peroxide,8.14303,0.384062
iafbff,peroxide,8.34467,0.388491
iafbff,peroxide,8.55131,0.392924
iafbff,peroxide,8.76306,0.397353
iafbff,peroxide,8.98006,0.401772
iafbff,peroxide,9.20243,0.406175
iafbff,peroxide,9.43031,0.410555
iafbff,peroxide,9.66383,0.414906
iafbff,peroxide,9.90313,0.41922
iafbff,peroxide,10.1484,0.423491
iafbff,peroxide,10.3997,0.427714
iafbff,peroxide,10.6572,0.43188
iafbff,peroxide,10.9211,0.435984
iafbff,peroxide,11.1915,0.440019
iafbff,peroxide,11.4686,0.443984
iafbff,peroxide,11.7526,0.447901
iafbff,peroxide,12.0437,0.451775
iafbff,peroxide,12.3419,0.455609
iafbff,peroxide,12.6475,0.459407
iafbff,peroxide,12.9607,0.463171
iafbff,peroxide,13.2817,0.466906
iafbff,peroxide,13.6105,0.470614
iafbff,peroxide,13.9476,0.474299
iafbff,peroxide,14.293,0.477964
iafbff,peroxide,14.6469,0.481613
iafbff,peroxide,15.0096,0.485248
iafbff,peroxide,15.3813,0.488872
iafbff,peroxide,15.7621,0.49249
iafbff,peroxide,16.1525,0.496104
iafbff,peroxide,16.5524,0.499718
iafbff,peroxide,16.9623,0.503334
iafbff,peroxide,17.3823,0.506957
iafbff,peroxide,17.8128,0.510589
iafbff,peroxide,18.2539,0.514234
iafbff,peroxide,18.7059,0.517895
iafbff,peroxide,19.1691,0.521575
iafbff,peroxide,19.6438,0.525278
iafbff,peroxide,20.1302,0.529004
iafbff,peroxide,20.6287,0.5327
iafbff,peroxide,21.1395,0.53635
iafbff,peroxide,21.663,0.539963
iafbff,peroxide,22.1994,0.543544
iafbff,peroxide,22.7491,0.547102
iafbff,peroxide,23.3125,0.550642
iafbff,peroxide,23.8897,0.55417400000000006
iafbff,peroxide,24.4813,0.557702
iafbff,peroxide,25.0875,0.561235
iafbff,peroxide,25.7088,0.56478
iafbff,peroxide,26.3454,0.568344
iafbff,peroxide,26.9978,0.571933
iafbff,peroxide,27.6663,0.575556
iafbff,peroxide,28.3514,0.579219
iafbff,peroxide,29.0535,0.582929
iafbff,peroxide,29.7729,0.586693
iafbff,peroxide,30.5102,0.590518
iafbff,peroxide,31.2657,0.594413
iafbff,peroxide,32.0399,0.598382
iafbff,peroxide,32.8333,0.602435
iafbff,peroxide,33.6463,0.606578
iafbff,peroxide,34.4795,0.610817
iafbff,peroxide,35.3333,0.615161
iafbff,peroxide,36.2083,0.619623
iafbff,peroxide,37.1049,0.624386
iafbff,peroxide,38.0237,0.629492
iafbff,peroxide,38.9653,0.634903
iafbff,peroxide,39.9301,0.640579
iafbff,peroxide,40.9189,0.646479
iafbff,peroxide,41.9322,0.652565
iafbff,peroxide,42.9705,0.658797
iafbff,peroxide,44.0346,0.665134
iafbff,peroxide,45.125,0.671538
iafbff,peroxide,46.2424,0.677968
iafbff,peroxide,47.3875,0.684385
iafbff,peroxide,48.561,0.690748
iafbff,peroxide,49.7635,0.697019
iafbff,peroxide,50.9957,0.703157
iafbff,peroxide,52.2585,0.709123
iafbff,peroxide,53.5526,0.714877
iafbff,peroxide,54.8787,0.72038
iafbff,peroxide,56.2377,0.725591
iafbff,peroxide,57.6302,0.73047
iafbff,peroxide,59.0573,0.734979
iafbff,peroxide,60.5197,0.739077
iafbff,peroxide,62.0184,0.742725
iafbff,peroxide,63.5541,0.745902
iafbff,peroxide,65.1279,0.748805
iafbff,peroxide,66.7406,0.751513
iafbff,peroxide,68.3933,0.754045
iafbff,peroxide,70.0869,0.756421
iafbff,peroxide,71.8225,0.758663
iafbff,peroxide,73.601,0.76079
iafbff,peroxide,75.4235,0.762822
iafbff,peroxide,77.2912,0.764781
iafbff,peroxide,79.2052,0.766685
iafbff,peroxide,81.1665,0.768557
iafbff,peroxide,83.1764,0.770415
iafbff,peroxide,85.2361,0.77228
iafbff,peroxide,87.3467,0.774173
iafbff,peroxide,89.5097,0.776114
iafbff,peroxide,91.7262,0.778122
iafbff,peroxide,93.9976,0.780219
iafbff,peroxide,96.3252,0.782425
iafbff,peroxide,98.7105,0.784759
iafbff,peroxide,101.155,0.787236
iafbff,peroxide,103.66,0.789813
iafbff,peroxide,106.227,0.792476
iafbff,peroxide,108.857,0.795218
iafbff,peroxide,111.553,0.798032
iafbff,peroxide,114.315,0.800913
iafbff,peroxide,117.146,0.803853
iafbff,peroxide,120.047,0.806846
iafbff,peroxide,123.019,0.809886
iafbff,peroxide,126.066,0.812965
iafbff,peroxide,129.187,0.816077
iafbff,peroxide,132.386,0.81921600000000006
iafbff,peroxide,135.664,0.822374
iafbff,peroxide,139.024,0.825546
iafbff,peroxide,142.467,0.828725
iafbff,peroxide,145.994,0.831903
iafbff,peroxide,149.61,0.835076
iafbff,peroxide,153.314,0.838235
iafbff,peroxide,157.111,0.841375
iafbff,peroxide,161.001,0.844489
iafbff,peroxide,164.988,0.84757
iafbff,peroxide,169.074,0.850611
iafbff,peroxide,173.26,0.853607
iafbff,peroxide,177.551,0.85655
iafbff,peroxide,181.947,0.859434
iafbff,peroxide,186.453,0.862252
iafbff,peroxide,191.07,0.864998
iafbff,peroxide,195.801,0.867665
iafbff,peroxide,200.65,0.870248
iafbff,peroxide,205.619,0.872811
iafbff,peroxide,210.71,0.875395
iafbff,peroxide,215.928,0.877998
iafbff,peroxide,221.275,0.880616
iafbff,peroxide,226.754,0.883249
iafbff,peroxide,232.369,0.885892
iafbff,peroxide,238.124,0.888543
iafbff,peroxide,244.02,0.891201
iafbff,peroxide,250.063,0.893862
iafbff,peroxide,256.255,0.896524
iafbff,peroxide,262.6,0.899184
iafbff,peroxide,269.103,0.901841
iafbff,peroxide,275.767,0.904491
iafbff,peroxide,282.596,0.907132
iafbff,peroxide,289.593,0.909761
iafbff,peroxide,296.765,0.912377
iafbff,peroxide,304.113,0.914976
iafbff,peroxide,311.644,0.917555
iafbff,peroxide,319.361,0.920114
iafbff,peroxide,327.269,0.922648
iafbff,peroxide,335.373,0.925156
iafbff,peroxide,343.678,0.927635
iafbff,peroxide,352.188,0.930082
iafbff,peroxide,360.91,0.932496
iafbff,peroxide,369.847,0.934872
iafbff,peroxide,379.005,0.93721
iafbff,peroxide,388.39,0.939507
iafbff,peroxide,398.008,0.941759
iafbff,peroxide,407.864,0.943965
iafbff,peroxide,417.963,0.946122
iafbff,peroxide,428.313,0.948227
iafbff,peroxide,438.92,0.950278
iafbff,peroxide,449.788,0.952273
iafbff,peroxide,460.926,0.954209
iafbff,peroxide,472.34,0.956084
iafbff,peroxide,484.037,0.957894
iafbff,peroxide,496.023,0.959638
iafbff,peroxide,508.305,0.961313
iafbff,peroxide,520.892,0.962916
iafbff,peroxide,533.791,0.964446
iafbff,peroxide,547.009,0.965899
iafbff,peroxide,560.555,0.967273
iafbff,peroxide,574.436,0.968565
iafbff,peroxide,588.66,0.969774
iafbff,peroxide,603.237,0.970896
iafbff,peroxide,618.175,0.971929
iafbff,peroxide,633.482,0.972873
iafbff,peroxide,649.169,0.973786
iafbff,peroxide,665.244,0.974695
iafbff,peroxide,681.717,0.975597
iafbff,peroxide,698.599,0.976494
iafbff,peroxide,715.898,0.977384
iafbff,peroxide,733.625,0.978266
iafbff,peroxide,751.792,0.97914
iafbff,peroxide,770.408,0.980005
iafbff,peroxide,789.486,0.980861
iafbff,peroxide,809.036,0.981707
iafbff,peroxide,829.069,0.982543
iafbff,peroxide,849.599,0.983366
iafbff,peroxide,870.638,0.984178
iafbff,peroxide,892.197,0.984977
iafbff,peroxide,914.29,0.985763
iafbff,peroxide,936.931,0.986535
iafbff,peroxide,960.132,0.987292
iafbff,peroxide,983.907,0.988035
iafbff,peroxide,1008.27,0.988761
iafbff,peroxide,1033.24,0.98947
iafbff,peroxide,1058.82,0.990163
iafbff,peroxide,1085.04,0.990837
iafbff,peroxide,1111.91,0.991493
iafbff,peroxide,1139.45,0.99213
iafbff,peroxide,1167.66,0.992747
iafbff,peroxide,1196.58,0.993344
iafbff,peroxide,1226.21,0.993919
iafbff,peroxide,1256.57,0.994473
iafbff,peroxide,1287.69,0.995005
iafbff,peroxide,1319.57,0.995513
iafbff,peroxide,1352.25,0.995998
iafbff,peroxide,1385.74,0.996458
iafbff,peroxide,1420.05,0.996893
iafbff,peroxide,1455.21,0.997303
iafbff,peroxide,1491.25,0.997686
iafbff,peroxide,1528.18,0.998043
iafbff,peroxide,1566.02,0.998372
iafbff,peroxide,1604.8,0.998672
iafbff,peroxide,1644.54,0.998944
iafbff,peroxide,1685.26,0.999186
iafbff,peroxide,1726.99,0.999398
iafbff,peroxide,1769.76,0.999579
iafbff,peroxide,1813.58,0.999729
iafbff,peroxide,1858.49,0.999847
iafbff,peroxide,1904.51,0.999931
iafbff,peroxide,1951.67,0.999983
iafbff,peroxide,2000,1
iafbff,no-pretreatment,0.01,0
iafbff,no-pretreatment,0.0102476,1.23553e-6
iafbff,no-pretreatment,0.0105014,4.95472e-6
iafbff,no-pretreatment,0.0107614,1.11764e-5
iafbff,no-pretreatment,0.0110279,1.99196e-5
iafbff,no-pretreatment,0.011301,3.12031e-5
iafbff,no-pretreatment,0.0115808,4.50457e-5
iafbff,no-pretreatment,0.0118676,6.14665e-5
iafbff,no-pretreatment,0.0121615,8.04842e-5
iafbff,no-pretreatment,0.0124626,1.02118e-4
iafbff,no-pretreatment,0.0127712,1.26386e-4
iafbff,no-pretreatment,0.0130875,1.53308e-4
iafbff,no-pretreatment,0.0134116,1.82902e-4
iafbff,no-pretreatment,0.0137437,2.15188e-4
iafbff,no-pretreatment,0.014084,2.50184e-4
iafbff,no-pretreatment,0.0144328,2.8791e-4
iafbff,no-pretreatment,0.0147902,3.28383e-4
iafbff,no-pretreatment,0.0151564,3.71623e-4
iafbff,no-pretreatment,0.0155317,4.17649e-4
iafbff,no-pretreatment,0.0159163,4.6648e-4
iafbff,no-pretreatment,0.0163105,5.18134e-4
iafbff,no-pretreatment,0.0167143,5.72631e-4
iafbff,no-pretreatment,0.0171282,6.2999e-4
iafbff,no-pretreatment,0.0175524,6.90228e-4
iafbff,no-pretreatment,0.017987,7.53366e-4
iafbff,no-pretreatment,0.0184324,8.19421e-4
iafbff,no-pretreatment,0.0188889,8.88414e-4
iafbff,no-pretreatment,0.0193566,9.60362e-4
iafbff,no-pretreatment,0.0198359,0.00103529
iafbff,no-pretreatment,0.0203271,0.0011132
iafbff,no-pretreatment,0.0208305,0.00119413
iafbff,no-pretreatment,0.0213463,0.00127809
iafbff,no-pretreatment,0.0218749,0.0013651
iafbff,no-pretreatment,0.0224166,0.00145518
iafbff,no-pretreatment,0.0229717,0.00154835
iafbff,no-pretreatment,0.0235405,0.00164462
iafbff,no-pretreatment,0.0241234,0.00174402
iafbff,no-pretreatment,0.0247208,0.00184657
iafbff,no-pretreatment,0.0253329,0.00195228
iafbff,no-pretreatment,0.0259603,0.00206117
iafbff,no-pretreatment,0.0266031,0.00217326
iafbff,no-pretreatment,0.0272619,0.00228857
iafbff,no-pretreatment,0.0279369,0.00240712
iafbff,no-pretreatment,0.0286287,0.00252893
iafbff,no-pretreatment,0.0293377,0.00265402
iafbff,no-pretreatment,0.0300641,0.0027824
iafbff,no-pretreatment,0.0308086,0.0029141
iafbff,no-pretreatment,0.0315715,0.00304913
iafbff,no-pretreatment,0.0323533,0.00318751
iafbff,no-pretreatment,0.0331545,0.00332926
iafbff,no-pretreatment,0.0339755,0.00347441
iafbff,no-pretreatment,0.0348168,0.00362296
iafbff,no-pretreatment,0.0356789,0.00377494
iafbff,no-pretreatment,0.0365624,0.00393037
iafbff,no-pretreatment,0.0374678,0.00408926
iafbff,no-pretreatment,0.0383956,0.00425164
iafbff,no-pretreatment,0.0393464,0.00441752
iafbff,no-pretreatment,0.0403207,0.00458693
iafbff,no-pretreatment,0.0413192,0.00475987
iafbff,no-pretreatment,0.0423424,0.00493638
iafbff,no-pretreatment,0.0433909,0.00511646
iafbff,no-pretreatment,0.0444653,0.00530014
iafbff,no-pretreatment,0.0455664,0.00548744
iafbff,no-pretreatment,0.0466948,0.00567838
iafbff,no-pretreatment,0.0478511,0.00587296
iafbff,no-pretreatment,0.049036,0.00607123
iafbff,no-pretreatment,0.0502502,0.00627318
iafbff,no-pretreatment,0.0514946,0.00647885
iafbff,no-pretreatment,0.0527697,0.00668824
iafbff,no-pretreatment,0.0540764,0.00690139
iafbff,no-pretreatment,0.0554155,0.0071183
iafbff,no-pretreatment,0.0567878,0.007339
iafbff,no-pretreatment,0.058194,0.00756351
iafbff,no-pretreatment,0.059635,0.00779184
iafbff,no-pretreatment,0.0611117,0.00802401
iafbff,no-pretreatment,0.062625,0.00826004
iafbff,no-pretreatment,0.0641758,0.00849996
iafbff,no-pretreatment,0.065765,0.00874378
iafbff,no-pretreatment,0.0673935,0.00899151
iafbff,no-pretreatment,0.0690623,0.00924319
iafbff,no-pretreatment,0.0707725,0.00949882
iafbff,no-pretreatment,0.072525,0.00975842
iafbff,no-pretreatment,0.0743209,0.010022
iafbff,no-pretreatment,0.0761613,0.0102896
iafbff,no-pretreatment,0.0780473,0.0105613
iafbff,no-pretreatment,0.0799799,0.010837
iafbff,no-pretreatment,0.0819605,0.0111167
iafbff,no-pretreatment,0.08399,0.0114006
iafbff,no-pretreatment,0.0860698,0.0116886
iafbff,no-pretreatment,0.0882012,0.0119807
iafbff,no-pretreatment,0.0903853,0.0122769
iafbff,no-pretreatment,0.0926234,0.0125773
iafbff,no-pretreatment,0.094917,0.0128819
iafbff,no-pretreatment,0.0972674,0.0131907
iafbff,no-pretreatment,0.099676,0.0135037
iafbff,no-pretreatment,0.102144,0.0138209
iafbff,no-pretreatment,0.104674,0.0141424
iafbff,no-pretreatment,0.107266,0.0144682
iafbff,no-pretreatment,0.109922,0.0147983
iafbff,no-pretreatment,0.112644,0.0151327
iafbff,no-pretreatment,0.115433,0.0154714
iafbff,no-pretreatment,0.118292,0.0158145
iafbff,no-pretreatment,0.121221,0.016162
iafbff,no-pretreatment,0.124223,0.0165138
iafbff,no-pretreatment,0.127299,0.0168701
iafbff,no-pretreatment,0.130451,0.0172307
iafbff,no-pretreatment,0.133681,0.0175959
iafbff,no-pretreatment,0.136992,0.0179655
iafbff,no-pretreatment,0.140384,0.0183396
iafbff,no-pretreatment,0.14386,0.0187182
iafbff,no-pretreatment,0.147422,0.0191013
iafbff,no-pretreatment,0.151073,0.0194889
iafbff,no-pretreatment,0.154814,0.0198811
iafbff,no-pretreatment,0.158648,0.0202779
iafbff,no-pretreatment,0.162576,0.0206793
iafbff,no-pretreatment,0.166602,0.0210853
iafbff,no-pretreatment,0.170728,0.021496
iafbff,no-pretreatment,0.174955,0.0219113
iafbff,no-pretreatment,0.179288,0.0223313
iafbff,no-pretreatment,0.183727,0.022756
iafbff,no-pretreatment,0.188277,0.0231853
iafbff,no-pretreatment,0.192939,0.0236195
iafbff,no-pretreatment,0.197717,0.0240583
iafbff,no-pretreatment,0.202613,0.024502
iafbff,no-pretreatment,0.20763,0.0249504
iafbff,no-pretreatment,0.212771,0.0254036
iafbff,no-pretreatment,0.21804,0.0258617
iafbff,no-pretreatment,0.223439,0.0263246
iafbff,no-pretreatment,0.228972,0.0267923
iafbff,no-pretreatment,0.234642,0.027265
iafbff,no-pretreatment,0.240453,0.0277425
iafbff,no-pretreatment,0.246407,0.028225
iafbff,no-pretreatment,0.252509,0.0287124
iafbff,no-pretreatment,0.258762,0.0292047
iafbff,no-pretreatment,0.265169,0.0297021
iafbff,no-pretreatment,0.271735,0.0302044
iafbff,no-pretreatment,0.278464,0.0307118
iafbff,no-pretreatment,0.28536,0.0312241
iafbff,no-pretreatment,0.292426,0.0317416
iafbff,no-pretreatment,0.299667,0.0322641
iafbff,no-pretreatment,0.307088,0.0327917
iafbff,no-pretreatment,0.314692,0.0333244
iafbff,no-pretreatment,0.322485,0.0338622
iafbff,no-pretreatment,0.330471,0.0344052
iafbff,no-pretreatment,0.338654,0.0349533
iafbff,no-pretreatment,0.34704,0.0355066
iafbff,no-pretreatment,0.355634,0.0360652
iafbff,no-pretreatment,0.36444,0.0366289
iafbff,no-pretreatment,0.373465,0.0371979
iafbff,no-pretreatment,0.382713,0.0377722
iafbff,no-pretreatment,0.39219,0.0383517
iafbff,no-pretreatment,0.401901,0.0389365
iafbff,no-pretreatment,0.411853,0.0395267
iafbff,no-pretreatment,0.422052,0.0401222
iafbff,no-pretreatment,0.432503,0.040723
iafbff,no-pretreatment,0.443213,0.0413292
iafbff,no-pretreatment,0.454188,0.0419408
iafbff,no-pretreatment,0.465435,0.0425578
iafbff,no-pretreatment,0.476961,0.0431803
iafbff,no-pretreatment,0.488771,0.0438081
iafbff,no-pretreatment,0.500875,0.0444415
iafbff,no-pretreatment,0.513278,0.0450803
iafbff,no-pretreatment,0.525988,0.0457247
iafbff,no-pretreatment,0.539013,0.0463746
iafbff,no-pretreatment,0.55236,0.04703
iafbff,no-pretreatment,0.566038,0.047691
iafbff,no-pretreatment,0.580055,0.0483575
iafbff,no-pretreatment,0.594418,0.0490297
iafbff,no-pretreatment,0.609138,0.0497074
iafbff,no-pretreatment,0.624222,0.0503909
iafbff,no-pretreatment,0.639679,0.0510799
iafbff,no-pretreatment,0.655519,0.0517747
iafbff,no-pretreatment,0.671752,0.0524751
iafbff,no-pretreatment,0.688386,0.0531813
iafbff,no-pretreatment,0.705432,0.0538932
iafbff,no-pretreatment,0.722901,0.0546108
iafbff,no-pretreatment,0.740802,0.0553342
iafbff,no-pretreatment,0.759146,0.0560634
iafbff,no-pretreatment,0.777944,0.0567984
iafbff,no-pretreatment,0.797208,0.0575392
iafbff,no-pretreatment,0.816949,0.0582859
iafbff,no-pretreatment,0.837179,0.0590384
iafbff,no-pretreatment,0.85791,0.0597969
iafbff,no-pretreatment,0.879154,0.0605612
iafbff,no-pretreatment,0.900924,0.0613314
iafbff,no-pretreatment,0.923234,0.0621076
iafbff,no-pretreatment,0.946096,0.0628897
iafbff,no-pretreatment,0.969523,0.0636779
iafbff,no-pretreatment,0.993531,0.064472
iafbff,no-pretreatment,1.01813,0.0652721
iafbff,no-pretreatment,1.04335,0.0660783
iafbff,no-pretreatment,1.06918,0.0668905
iafbff,no-pretreatment,1.09566,0.0677088
iafbff,no-pretreatment,1.12279,0.0685332
iafbff,no-pretreatment,1.15059,0.069589
iafbff,no-pretreatment,1.17908,0.0711584
iafbff,no-pretreatment,1.20828,0.0732048
iafbff,no-pretreatment,1.2382,0.0756896
iafbff,no-pretreatment,1.26886,0.0785744
iafbff,no-pretreatment,1.30028,0.0818208
iafbff,no-pretreatment,1.33248,0.0853902
iafbff,no-pretreatment,1.36548,0.0892442
iafbff,no-pretreatment,1.39929,0.0933443
iafbff,no-pretreatment,1.43394,0.0976521
iafbff,no-pretreatment,1.46945,0.102129
iafbff,no-pretreatment,1.50584,0.106737
iafbff,no-pretreatment,1.54313,0.111436
iafbff,no-pretreatment,1.58134,0.11619
iafbff,no-pretreatment,1.6205,0.120959
iafbff,no-pretreatment,1.66062,0.125705
iafbff,no-pretreatment,1.70174,0.130389
iafbff,no-pretreatment,1.74388,0.134973
iafbff,no-pretreatment,1.78707,0.139418
iafbff,no-pretreatment,1.83132,0.143686
iafbff,no-pretreatment,1.87667,0.147739
iafbff,no-pretreatment,1.92314,0.151538
iafbff,no-pretreatment,1.97076,0.155044
iafbff,no-pretreatment,2.01956,0.158238
iafbff,no-pretreatment,2.06957,0.161277
iafbff,no-pretreatment,2.12082,0.164211
iafbff,no-pretreatment,2.17334,0.167051
iafbff,no-pretreatment,2.22716,0.169806
iafbff,no-pretreatment,2.28231,0.172488
iafbff,no-pretreatment,2.33882,0.175106
iafbff,no-pretreatment,2.39674,0.17767
iafbff,no-pretreatment,2.45609,0.180191
iafbff,no-pretreatment,2.51691,0.182679
iafbff,no-pretreatment,2.57923,0.185144
iafbff,no-pretreatment,2.6431,0.187596
iafbff,no-pretreatment,2.70855,0.190046
iafbff,no-pretreatment,2.77562,0.192503
iafbff,no-pretreatment,2.84435,0.194978
iafbff,no-pretreatment,2.91479,0.197482
iafbff,no-pretreatment,2.98697,0.200023
iafbff,no-pretreatment,3.06093,0.202613
iafbff,no-pretreatment,3.13673,0.205262
iafbff,no-pretreatment,3.2144,0.20798
iafbff,no-pretreatment,3.294,0.210777
iafbff,no-pretreatment,3.37557,0.213663
iafbff,no-pretreatment,3.45916,0.216648
iafbff,no-pretreatment,3.54481,0.219744
iafbff,no-pretreatment,3.63259,0.222961
iafbff,no-pretreatment,3.72255,0.226325
iafbff,no-pretreatment,3.81473,0.22983
iafbff,no-pretreatment,3.90919,0.233466
iafbff,no-pretreatment,4.00599,0.237221
iafbff,no-pretreatment,4.10519,0.241082
iafbff,no-pretreatment,4.20685,0.245039
iafbff,no-pretreatment,4.31102,0.249079
iafbff,no-pretreatment,4.41777,0.253191
iafbff,no-pretreatment,4.52717,0.257362
iafbff,no-pretreatment,4.63927,0.261583
iafbff,no-pretreatment,4.75415,0.26584
iafbff,no-pretreatment,4.87188,0.270122
iafbff,no-pretreatment,4.99252,0.274417
iafbff,no-pretreatment,5.11615,0.278713
iafbff,no-pretreatment,5.24284,0.283
iafbff,no-pretreatment,5.37266,0.287265
iafbff,no-pretreatment,5.50571,0.291496
iafbff,no-pretreatment,5.64204,0.295682
iafbff,no-pretreatment,5.78175,0.299811
iafbff,no-pretreatment,5.92493,0.303871
iafbff,no-pretreatment,6.07164,0.307852
iafbff,no-pretreatment,6.22199,0.31174
iafbff,no-pretreatment,6.37607,0.315529
iafbff,no-pretreatment,6.53396,0.319248
iafbff,no-pretreatment,6.69575,0.322908
iafbff,no-pretreatment,6.86156,0.326514
iafbff,no-pretreatment,7.03147,0.330075
iafbff,no-pretreatment,7.20559,0.333595
iafbff,no-pretreatment,7.38402,0.337082
iafbff,no-pretreatment,7.56687,0.340541
iafbff,no-pretreatment,7.75424,0.34398
iafbff,no-pretreatment,7.94626,0.347404
iafbff,no-pretreatment,8.14303,0.350821
iafbff,no-pretreatment,8.34467,0.354236
iafbff,no-pretreatment,8.55131,0.357657
iafbff,no-pretreatment,8.76306,0.361088
iafbff,no-pretreatment,8.98006,0.364538
iafbff,no-pretreatment,9.20243,0.368012
iafbff,no-pretreatment,9.43031,0.371517
iafbff,no-pretreatment,9.66383,0.375059
iafbff,no-pretreatment,9.90313,0.378644
iafbff,no-pretreatment,10.1484,0.38228
iafbff,no-pretreatment,10.3997,0.385972
iafbff,no-pretreatment,10.6572,0.389727
iafbff,no-pretreatment,10.9211,0.393551
iafbff,no-pretreatment,11.1915,0.397452
iafbff,no-pretreatment,11.4686,0.401441
iafbff,no-pretreatment,11.7526,0.405547
iafbff,no-pretreatment,12.0437,0.409762
iafbff,no-pretreatment,12.3419,0.414075
iafbff,no-pretreatment,12.6475,0.418476
iafbff,no-pretreatment,12.9607,0.422953
iafbff,no-pretreatment,13.2817,0.427497
iafbff,no-pretreatment,13.6105,0.432096
iafbff,no-pretreatment,13.9476,0.436739
iafbff,no-pretreatment,14.293,0.441416
iafbff,no-pretreatment,14.6469,0.446116
iafbff,no-pretreatment,15.0096,0.450829
iafbff,no-pretreatment,15.3813,0.455542
iafbff,no-pretreatment,15.7621,0.460247
iafbff,no-pretreatment,16.1525,0.464931
iafbff,no-pretreatment,16.5524,0.469585
iafbff,no-pretreatment,16.9623,0.474197
iafbff,no-pretreatment,17.3823,0.478757
iafbff,no-pretreatment,17.8128,0.483253
iafbff,no-pretreatment,18.2539,0.487676
iafbff,no-pretreatment,18.7059,0.492014
iafbff,no-pretreatment,19.1691,0.496257
iafbff,no-pretreatment,19.6438,0.500393
iafbff,no-pretreatment,20.1302,0.504412
iafbff,no-pretreatment,20.6287,0.508286
iafbff,no-pretreatment,21.1395,0.512021
iafbff,no-pretreatment,21.663,0.515631
iafbff,no-pretreatment,22.1994,0.519134
iafbff,no-pretreatment,22.7491,0.522545
iafbff,no-pretreatment,23.3125,0.52588
iafbff,no-pretreatment,23.8897,0.529155
iafbff,no-pretreatment,24.4813,0.532386
iafbff,no-pretreatment,25.0875,0.535588
iafbff,no-pretreatment,25.7088,0.538777
iafbff,no-pretreatment,26.3454,0.54197
iafbff,no-pretreatment,26.9978,0.54518200000000006
iafbff,no-pretreatment,27.6663,0.54843
iafbff,no-pretreatment,28.3514,0.551728
iafbff,no-pretreatment,29.0535,0.555093
iafbff,no-pretreatment,29.7729,0.558541
iafbff,no-pretreatment,30.5102,0.562088
iafbff,no-pretreatment,31.2657,0.56575
iafbff,no-pretreatment,32.0399,0.569542
iafbff,no-pretreatment,32.8333,0.57348
iafbff,no-pretreatment,33.6463,0.57758
iafbff,no-pretreatment,34.4795,0.581859
iafbff,no-pretreatment,35.3333,0.586332
iafbff,no-pretreatment,36.2083,0.591034
iafbff,no-pretreatment,37.1049,0.596437
iafbff,no-pretreatment,38.0237,0.602661
iafbff,no-pretreatment,38.9653,0.609607
iafbff,no-pretreatment,39.9301,0.617174
iafbff,no-pretreatment,40.9189,0.625265
iafbff,no-pretreatment,41.9322,0.633781
iafbff,no-pretreatment,42.9705,0.642621
iafbff,no-pretreatment,44.0346,0.651687
iafbff,no-pretreatment,45.125,0.660879
iafbff,no-pretreatment,46.2424,0.6701
iafbff,no-pretreatment,47.3875,0.679249
iafbff,no-pretreatment,48.561,0.688227
iafbff,no-pretreatment,49.7635,0.696935
iafbff,no-pretreatment,50.9957,0.705275
iafbff,no-pretreatment,52.2585,0.713146
iafbff,no-pretreatment,53.5526,0.72045
iafbff,no-pretreatment,54.8787,0.727088
iafbff,no-pretreatment,56.2377,0.732961
iafbff,no-pretreatment,57.6302,0.737969
iafbff,no-pretreatment,59.0573,0.742013
iafbff,no-pretreatment,60.5197,0.744994
iafbff,no-pretreatment,62.0184,0.746813
iafbff,no-pretreatment,63.5541,0.747454
iafbff,no-pretreatment,65.1279,0.747785
iafbff,no-pretreatment,66.7406,0.74807
iafbff,no-pretreatment,68.3933,0.748314
iafbff,no-pretreatment,70.0869,0.748522
iafbff,no-pretreatment,71.8225,0.748701
iafbff,no-pretreatment,73.601,0.748857
iafbff,no-pretreatment,75.4235,0.748993
iafbff,no-pretreatment,77.2912,0.749118
iafbff,no-pretreatment,79.2052,0.749235
iafbff,no-pretreatment,81.1665,0.74935
iafbff,no-pretreatment,83.1764,0.74947
iafbff,no-pretreatment,85.2361,0.749599
iafbff,no-pretreatment,87.3467,0.749744
iafbff,no-pretreatment,89.5097,0.74991
iafbff,no-pretreatment,91.7262,0.750103
iafbff,no-pretreatment,93.9976,0.750328
iafbff,no-pretreatment,96.3252,0.75059
iafbff,no-pretreatment,98.7105,0.750897
iafbff,no-pretreatment,101.155,0.751307
