soil_id,treatment,diameter,cumdist
mmalem,no-pretreatment,0.671752,0.0927897
mmalem,no-pretreatment,0.688386,0.0939744
mmalem,no-pretreatment,0.705432,0.0951678
mmalem,no-pretreatment,0.722901,0.0963698
mmalem,no-pretreatment,0.740802,0.0975805
mmalem,no-pretreatment,0.759146,0.0988
mmalem,no-pretreatment,0.777944,0.100028
mmalem,no-pretreatment,0.797208,0.101265
mmalem,no-pretreatment,0.816949,0.102511
mmalem,no-pretreatment,0.837179,0.103765
mmalem,no-pretreatment,0.85791,0.105029
mmalem,no-pretreatment,0.879154,0.106301
mmalem,no-pretreatment,0.900924,0.107582
mmalem,no-pretreatment,0.923234,0.108872
mmalem,no-pretreatment,0.946096,0.11017
mmalem,no-pretreatment,0.969523,0.111478
mmalem,no-pretreatment,0.993531,0.112795
mmalem,no-pretreatment,1.01813,0.11412
mmalem,no-pretreatment,1.04335,0.115455
mmalem,no-pretreatment,1.06918,0.116799
mmalem,no-pretreatment,1.09566,0.118151
mmalem,no-pretreatment,1.12279,0.119513
mmalem,no-pretreatment,1.15059,0.12118
mmalem,no-pretreatment,1.17908,0.123522
mmalem,no-pretreatment,1.20828,0.126483
mmalem,no-pretreatment,1.2382,0.130006
mmalem,no-pretreatment,1.26886,0.134033
mmalem,no-pretreatment,1.30028,0.138508
mmalem,no-pretreatment,1.33248,0.143373
mmalem,no-pretreatment,1.36548,0.148572
mmalem,no-pretreatment,1.39929,0.154047
mmalem,no-pretreatment,1.43394,0.15974
mmalem,no-pretreatment,1.46945,0.165595
mmalem,no-pretreatment,1.50584,0.171554
mmalem,no-pretreatment,1.54313,0.177561
mmalem,no-pretreatment,1.58134,0.183557
mmalem,no-pretreatment,1.6205,0.189487
mmalem,no-pretreatment,1.66062,0.195292
mmalem,no-pretreatment,1.70174,0.200916
mmalem,no-pretreatment,1.74388,0.206301
mmalem,no-pretreatment,1.78707,0.21139
mmalem,no-pretreatment,1.83132,0.216126
mmalem,no-pretreatment,1.87667,0.220451
mmalem,no-pretreatment,1.92314,0.224309
mmalem,no-pretreatment,1.97076,0.227643
mmalem,no-pretreatment,2.01956,0.230431
mmalem,no-pretreatment,2.06957,0.232985
mmalem,no-pretreatment,2.12082,0.235396
mmalem,no-pretreatment,2.17334,0.237676
mmalem,no-pretreatment,2.22716,0.239835
mmalem,no-pretreatment,2.28231,0.241886
mmalem,no-pretreatment,2.33882,0.24384
mmalem,no-pretreatment,2.39674,0.245709
mmalem,no-pretreatment,2.45609,0.247504
mmalem,no-pretreatment,2.51691,0.249236
mmalem,no-pretreatment,2.57923,0.250917
mmalem,no-pretreatment,2.6431,0.252559
mmalem,no-pretreatment,2.70855,0.254172
mmalem,no-pretreatment,2.77562,0.25577
mmalem,no-pretreatment,2.84435,0.257362
mmalem,no-pretreatment,2.91479,0.25896
mmalem,no-pretreatment,2.98697,0.260577
mmalem,no-pretreatment,3.06093,0.262223
mmalem,no-pretreatment,3.13673,0.26391
mmalem,no-pretreatment,3.2144,0.265649
mmalem,no-pretreatment,3.294,0.267452
mmalem,no-pretreatment,3.37557,0.269331
mmalem,no-pretreatment,3.45916,0.271297
mmalem,no-pretreatment,3.54481,0.27336
mmalem,no-pretreatment,3.63259,0.275533
mmalem,no-pretreatment,3.72255,0.277812
mmalem,no-pretreatment,3.81473,0.280185
mmalem,no-pretreatment,3.90919,0.282645
mmalem,no-pretreatment,4.00599,0.28518
mmalem,no-pretreatment,4.10519,0.287782
mmalem,no-pretreatment,4.20685,0.290441
mmalem,no-pretreatment,4.31102,0.293148
mmalem,no-pretreatment,4.41777,0.295893
mmalem,no-pretreatment,4.52717,0.298666
mmalem,no-pretreatment,4.63927,0.301459
mmalem,no-pretreatment,4.75415,0.304261
mmalem,no-pretreatment,4.87188,0.307063
mmalem,no-pretreatment,4.99252,0.309856
mmalem,no-pretreatment,5.11615,0.31263
mmalem,no-pretreatment,5.24284,0.315375
mmalem,no-pretreatment,5.37266,0.318083
mmalem,no-pretreatment,5.50571,0.320744
mmalem,no-pretreatment,5.64204,0.323347
mmalem,no-pretreatment,5.78175,0.325884
mmalem,no-pretreatment,5.92493,0.328345
mmalem,no-pretreatment,6.07164,0.330721
mmalem,no-pretreatment,6.22199,0.333002
mmalem,no-pretreatment,6.37607,0.335181
mmalem,no-pretreatment,6.53396,0.337271
mmalem,no-pretreatment,6.69575,0.339282
mmalem,no-pretreatment,6.86156,0.341223
mmalem,no-pretreatment,7.03147,0.343101
mmalem,no-pretreatment,7.20559,0.344926
mmalem,no-pretreatment,7.38402,0.346704
mmalem,no-pretreatment,7.56687,0.348444
mmalem,no-pretreatment,7.75424,0.350155
mmalem,no-pretreatment,7.94626,0.351844
mmalem,no-pretreatment,8.14303,0.35352
mmalem,no-pretreatment,8.34467,0.355191
mmalem,no-pretreatment,8.55131,0.356866
mmalem,no-pretreatment,8.76306,0.358552
mmalem,no-pretreatment,8.98006,0.360257
mmalem,no-pretreatment,9.20243,0.361991
mmalem,no-pretreatment,9.43031,0.36375999999999997
mmalem,no-pretreatment,9.66383,0.365574
mmalem,no-pretreatment,9.90313,0.36744
mmalem,no-pretreatment,10.1484,0.369367
mmalem,no-pretreatment,10.3997,0.371362
mmalem,no-pretreatment,10.6572,0.373435
mmalem,no-pretreatment,10.9211,0.375593
mmalem,no-pretreatment,11.1915,0.377845
mmalem,no-pretreatment,11.4686,0.380251
mmalem,no-pretreatment,11.7526,0.383009
mmalem,no-pretreatment,12.0437,0.386101
mmalem,no-pretreatment,12.3419,0.389482
mmalem,no-pretreatment,12.6475,0.393111
mmalem,no-pretreatment,12.9607,0.396944
mmalem,no-pretreatment,13.2817,0.400938
mmalem,no-pretreatment,13.6105,0.405049
mmalem,no-pretreatment,13.9476,0.409236
mmalem,no-pretreatment,14.293,0.413454
mmalem,no-pretreatment,14.6469,0.417661
mmalem,no-pretreatment,15.0096,0.421813
mmalem,no-pretreatment,15.3813,0.425868
mmalem,no-pretreatment,15.7621,0.429783
mmalem,no-pretreatment,16.1525,0.433514
mmalem,no-pretreatment,16.5524,0.437018
mmalem,no-pretreatment,16.9623,0.440253
mmalem,no-pretreatment,17.3823,0.443175
mmalem,no-pretreatment,17.8128,0.445741
mmalem,no-pretreatment,18.2539,0.447908
mmalem,no-pretreatment,18.7059,0.449633
mmalem,no-pretreatment,19.1691,0.450873
mmalem,no-pretreatment,19.6438,0.451586
mmalem,no-pretreatment,20.1302,0.451748
mmalem,no-pretreatment,20.6287,0.451751
mmalem,no-pretreatment,21.1395,0.451753
mmalem,no-pretreatment,21.663,0.451755
mmalem,no-pretreatment,22.1994,0.451757
mmalem,no-pretreatment,22.7491,0.451759
mmalem,no-pretreatment,23.3125,0.451761
mmalem,no-pretreatment,23.8897,0.451763
mmalem,no-pretreatment,24.4813,0.45176500000000003
mmalem,no-pretreatment,25.0875,0.451766
mmalem,no-pretreatment,25.7088,0.451768
mmalem,no-pretreatment,26.3454,0.451769
mmalem,no-pretreatment,26.9978,0.45177
mmalem,no-pretreatment,27.6663,0.451771
mmalem,no-pretreatment,28.3514,0.451772
mmalem,no-pretreatment,29.0535,0.451773
mmalem,no-pretreatment,29.7729,0.451774
mmalem,no-pretreatment,30.5102,0.451775
mmalem,no-pretreatment,31.2657,0.451776
mmalem,no-pretreatment,32.0399,0.451776
mmalem,no-pretreatment,32.8333,0.451777
mmalem,no-pretreatment,33.6463,0.451777
mmalem,no-pretreatment,34.4795,0.451778
mmalem,no-pretreatment,35.3333,0.451778
mmalem,no-pretreatment,36.2083,0.451778
mmalem,no-pretreatment,37.1049,0.451778
mmalem,no-pretreatment,38.0237,0.451778
mmalem,no-pretreatment,38.9653,0.451779
mmalem,no-pretreatment,39.9301,0.451779
mmalem,no-pretreatment,40.9189,0.451779
mmalem,no-pretreatment,41.9322,0.451779
mmalem,no-pretreatment,42.9705,0.451779
mmalem,no-pretreatment,44.0346,0.451779
mmalem,no-pretreatment,45.125,0.451779
mmalem,no-pretreatment,46.2424,0.451779
mmalem,no-pretreatment,47.3875,0.451779
mmalem,no-pretreatment,48.561,0.451779
mmalem,no-pretreatment,49.7635,0.451779
mmalem,no-pretreatment,50.9957,0.45178
mmalem,no-pretreatment,52.2585,0.45178
mmalem,no-pretreatment,53.5526,0.45178
mmalem,no-pretreatment,54.8787,0.45178
mmalem,no-pretreatment,56.2377,0.45178
mmalem,no-pretreatment,57.6302,0.45178
mmalem,no-pretreatment,59.0573,0.45178
mmalem,no-pretreatment,60.5197,0.45178
mmalem,no-pretreatment,62.0184,0.451781
mmalem,no-pretreatment,63.5541,0.451799
mmalem,no-pretreatment,65.1279,0.452042
mmalem,no-pretreatment,66.7406,0.452546
mmalem,no-pretreatment,68.3933,0.453289
mmalem,no-pretreatment,70.0869,0.454246
mmalem,no-pretreatment,71.8225,0.455395
mmalem,no-pretreatment,73.601,0.456712
mmalem,no-pretreatment,75.4235,0.458174
mmalem,no-pretreatment,77.2912,0.459757
mmalem,no-pretreatment,79.2052,0.461439
mmalem,no-pretreatment,81.1665,0.463194
mmalem,no-pretreatment,83.1764,0.465001
mmalem,no-pretreatment,85.2361,0.466835
mmalem,no-pretreatment,87.3467,0.468674
mmalem,no-pretreatment,89.5097,0.470494
mmalem,no-pretreatment,91.7262,0.472271
mmalem,no-pretreatment,93.9976,0.473982
mmalem,no-pretreatment,96.3252,0.475604
mmalem,no-pretreatment,98.7105,0.477113
mmalem,no-pretreatment,101.155,0.478499
mmalem,no-pretreatment,103.66,0.479835
mmalem,no-pretreatment,106.227,0.48114
mmalem,no-pretreatment,108.857,0.482418
mmalem,no-pretreatment,111.553,0.483672
mmalem,no-pretreatment,114.315,0.484907
mmalem,no-pretreatment,117.146,0.486126
mmalem,no-pretreatment,120.047,0.487333
mmalem,no-pretreatment,123.019,0.488532
mmalem,no-pretreatment,126.066,0.489725
mmalem,no-pretreatment,129.187,0.490919
mmalem,no-pretreatment,132.386,0.492115
mmalem,no-pretreatment,135.664,0.493318
mmalem,no-pretreatment,139.024,0.494531
mmalem,no-pretreatment,142.467,0.495759
mmalem,no-pretreatment,145.994,0.497004
mmalem,no-pretreatment,149.61,0.498272
mmalem,no-pretreatment,153.314,0.499565
mmalem,no-pretreatment,157.111,0.500888
mmalem,no-pretreatment,161.001,0.502243
mmalem,no-pretreatment,164.988,0.503636
mmalem,no-pretreatment,169.074,0.505069
mmalem,no-pretreatment,173.26,0.506547
mmalem,no-pretreatment,177.551,0.508073
mmalem,no-pretreatment,181.947,0.509651
mmalem,no-pretreatment,186.453,0.511285
mmalem,no-pretreatment,191.07,0.512978
mmalem,no-pretreatment,195.801,0.514734
mmalem,no-pretreatment,200.65,0.516558
mmalem,no-pretreatment,205.619,0.518449
mmalem,no-pretreatment,210.71,0.520407
mmalem,no-pretreatment,215.928,0.522431
mmalem,no-pretreatment,221.275,0.524519
mmalem,no-pretreatment,226.754,0.526673
mmalem,no-pretreatment,232.369,0.528891
mmalem,no-pretreatment,238.124,0.531172
mmalem,no-pretreatment,244.02,0.533517
mmalem,no-pretreatment,250.063,0.535925
mmalem,no-pretreatment,256.255,0.538395
mmalem,no-pretreatment,262.6,0.540926
mmalem,no-pretreatment,269.103,0.543519
mmalem,no-pretreatment,275.767,0.546173
mmalem,no-pretreatment,282.596,0.548887
mmalem,no-pretreatment,289.593,0.55166
mmalem,no-pretreatment,296.765,0.554493
mmalem,no-pretreatment,304.113,0.557384
mmalem,no-pretreatment,311.644,0.560334
mmalem,no-pretreatment,319.361,0.563341
mmalem,no-pretreatment,327.269,0.566405
mmalem,no-pretreatment,335.373,0.569526
mmalem,no-pretreatment,343.678,0.572703
mmalem,no-pretreatment,352.188,0.575935
mmalem,no-pretreatment,360.91,0.579223
mmalem,no-pretreatment,369.847,0.582566
mmalem,no-pretreatment,379.005,0.585962
mmalem,no-pretreatment,388.39,0.589412
mmalem,no-pretreatment,398.008,0.592915
mmalem,no-pretreatment,407.864,0.59647
mmalem,no-pretreatment,417.963,0.600078
mmalem,no-pretreatment,428.313,0.603737
mmalem,no-pretreatment,438.92,0.607447
mmalem,no-pretreatment,449.788,0.611208
mmalem,no-pretreatment,460.926,0.615019
mmalem,no-pretreatment,472.34,0.618879
mmalem,no-pretreatment,484.037,0.622788
mmalem,no-pretreatment,496.023,0.626746
mmalem,no-pretreatment,508.305,0.630751
mmalem,no-pretreatment,520.892,0.634804
mmalem,no-pretreatment,533.791,0.638904
mmalem,no-pretreatment,547.009,0.643051
mmalem,no-pretreatment,560.555,0.647243
mmalem,no-pretreatment,574.436,0.651481
mmalem,no-pretreatment,588.66,0.655763
mmalem,no-pretreatment,603.237,0.66009
mmalem,no-pretreatment,618.175,0.664461
mmalem,no-pretreatment,633.482,0.668878
mmalem,no-pretreatment,649.169,0.673405
mmalem,no-pretreatment,665.244,0.67807
mmalem,no-pretreatment,681.717,0.68287
mmalem,no-pretreatment,698.599,0.687805
mmalem,no-pretreatment,715.898,0.692871
mmalem,no-pretreatment,733.625,0.698068
mmalem,no-pretreatment,751.792,0.703393
mmalem,no-pretreatment,770.408,0.708845
mmalem,no-pretreatment,789.486,0.714421
mmalem,no-pretreatment,809.036,0.720119
mmalem,no-pretreatment,829.069,0.725939
mmalem,no-pretreatment,849.599,0.731877
mmalem,no-pretreatment,870.638,0.737933
mmalem,no-pretreatment,892.197,0.744103
mmalem,no-pretreatment,914.29,0.750387
mmalem,no-pretreatment,936.931,0.756782
mmalem,no-pretreatment,960.132,0.763286
mmalem,no-pretreatment,983.907,0.769899
mmalem,no-pretreatment,1008.27,0.776617
mmalem,no-pretreatment,1033.24,0.783438
mmalem,no-pretreatment,1058.82,0.790362
mmalem,no-pretreatment,1085.04,0.797386
mmalem,no-pretreatment,1111.91,0.804508
mmalem,no-pretreatment,1139.45,0.811726
mmalem,no-pretreatment,1167.66,0.819039
mmalem,no-pretreatment,1196.58,0.826444
mmalem,no-pretreatment,1226.21,0.83394
mmalem,no-pretreatment,1256.57,0.841525
mmalem,no-pretreatment,1287.69,0.849196
mmalem,no-pretreatment,1319.57,0.856953
mmalem,no-pretreatment,1352.25,0.864792
mmalem,no-pretreatment,1385.74,0.872714
mmalem,no-pretreatment,1420.05,0.880714
mmalem,no-pretreatment,1455.21,0.888792
mmalem,no-pretreatment,1491.25,0.896945
mmalem,no-pretreatment,1528.18,0.905172
mmalem,no-pretreatment,1566.02,0.913472
mmalem,no-pretreatment,1604.8,0.921841
mmalem,no-pretreatment,1644.54,0.930278
mmalem,no-pretreatment,1685.26,0.938781
mmalem,no-pretreatment,1726.99,0.947349
mmalem,no-pretreatment,1769.76,0.955979
mmalem,no-pretreatment,1813.58,0.964669
mmalem,no-pretreatment,1858.49,0.973419
mmalem,no-pretreatment,1904.51,0.982225
mmalem,no-pretreatment,1951.67,0.991086
mmalem,no-pretreatment,2000,1
hjjcai,peroxide,0.01,0
hjjcai,peroxide,0.0102476,1.17323e-5
hjjcai,peroxide,0.0105014,2.51472e-5
hjjcai,peroxide,0.0107614,4.0236e-5
hjjcai,peroxide,0.0110279,5.69901e-5
hjjcai,peroxide,0.011301,7.54009e-5
hjjcai,peroxide,0.0115808,9.54599e-5
hjjcai,peroxide,0.0118676,1.17158e-4
hjjcai,peroxide,0.0121615,1.40488e-4
hjjcai,peroxide,0.0124626,1.6544e-4
hjjcai,peroxide,0.0127712,1.92005e-4
hjjcai,peroxide,0.0130875,2.20176e-4
hjjcai,peroxide,0.0134116,2.49943e-4
hjjcai,peroxide,0.0137437,2.81298e-4
hjjcai,peroxide,0.014084,3.14232e-4
hjjcai,peroxide,0.0144328,3.48738e-4
hjjcai,peroxide,0.0147902,3.84805e-4
hjjcai,peroxide,0.0151564,4.22426e-4
hjjcai,peroxide,0.0155317,4.61592e-4
hjjcai,peroxide,0.0159163,5.02294e-4
hjjcai,peroxide,0.0163105,5.44524e-4
hjjcai,peroxide,0.0167143,5.88273e-4
hjjcai,peroxide,0.0171282,6.33533e-4
hjjcai,peroxide,0.0175524,6.80294e-4
hjjcai,peroxide,0.017987,7.28549e-4
hjjcai,peroxide,0.0184324,7.78289e-4
hjjcai,peroxide,0.0188889,8.29505e-4
hjjcai,peroxide,0.0193566,8.82188e-4
hjjcai,peroxide,0.0198359,9.3633e-4
hjjcai,peroxide,0.0203271,9.91923e-4
hjjcai,peroxide,0.0208305,0.00104896
hjjcai,peroxide,0.0213463,0.00110743
hjjcai,peroxide,0.0218749,0.00116732
hjjcai,peroxide,0.0224166,0.00122863
hjjcai,peroxide,0.0229717,0.00129134
hjjcai,peroxide,0.0235405,0.00135546
hjjcai,peroxide,0.0241234,0.00142096
hjjcai,peroxide,0.0247208,0.00148785
hjjcai,peroxide,0.0253329,0.00155611
hjjcai,peroxide,0.0259603,0.00162573
hjjcai,peroxide,0.0266031,0.00169671
hjjcai,peroxide,0.0272619,0.00176903
hjjcai,peroxide,0.0279369,0.0018427
hjjcai,peroxide,0.0286287,0.00191769
hjjcai,peroxide,0.0293377,0.00199401
hjjcai,peroxide,0.0300641,0.00207164
hjjcai,peroxide,0.0308086,0.00215057
hjjcai,peroxide,0.0315715,0.0022308
hjjcai,peroxide,0.0323533,0.00231232
hjjcai,peroxide,0.0331545,0.00239511
hjjcai,peroxide,0.0339755,0.00247918
hjjcai,peroxide,0.0348168,0.0025645
hjjcai,peroxide,0.0356789,0.00265108
hjjcai,peroxide,0.0365624,0.0027389
hjjcai,peroxide,0.0374678,0.00282796
hjjcai,peroxide,0.0383956,0.00291824
hjjcai,peroxide,0.0393464,0.00300974
hjjcai,peroxide,0.0403207,0.00310246
hjjcai,peroxide,0.0413192,0.00319637
hjjcai,peroxide,0.0423424,0.00329147
hjjcai,peroxide,0.0433909,0.00338776
hjjcai,peroxide,0.0444653,0.00348523
hjjcai,peroxide,0.0455664,0.00358386
hjjcai,peroxide,0.0466948,0.00368365
hjjcai,peroxide,0.0478511,0.00378458
hjjcai,peroxide,0.049036,0.00388666
hjjcai,peroxide,0.0502502,0.00398987
hjjcai,peroxide,0.0514946,0.00409421
hjjcai,peroxide,0.0527697,0.00419966
hjjcai,peroxide,0.0540764,0.00430622
hjjcai,peroxide,0.0554155,0.00441387
hjjcai,peroxide,0.0567878,0.00452261
hjjcai,peroxide,0.058194,0.00463244
hjjcai,peroxide,0.059635,0.00474333
hjjcai,peroxide,0.0611117,0.00485529
hjjcai,peroxide,0.062625,0.00496831
hjjcai,peroxide,0.0641758,0.00508237
hjjcai,peroxide,0.065765,0.00519746
hjjcai,peroxide,0.0673935,0.00531359
hjjcai,peroxide,0.0690623,0.00543074
hjjcai,peroxide,0.0707725,0.0055489
hjjcai,peroxide,0.072525,0.00566806
hjjcai,peroxide,0.0743209,0.00578822
hjjcai,peroxide,0.0761613,0.00590936
hjjcai,peroxide,0.0780473,0.00603148
hjjcai,peroxide,0.0799799,0.00615457
hjjcai,peroxide,0.0819605,0.00627862
hjjcai,peroxide,0.08399,0.00640362
hjjcai,peroxide,0.0860698,0.00652957
hjjcai,peroxide,0.0882012,0.00665645
hjjcai,peroxide,0.0903853,0.00678425
hjjcai,peroxide,0.0926234,0.00691297
hjjcai,peroxide,0.094917,0.0070426
hjjcai,peroxide,0.0972674,0.00717313
hjjcai,peroxide,0.099676,0.00730455
hjjcai,peroxide,0.102144,0.00743686
hjjcai,peroxide,0.104674,0.00757004
hjjcai,peroxide,0.107266,0.00770408
hjjcai,peroxide,0.109922,0.00783899
hjjcai,peroxide,0.112644,0.00797474
hjjcai,peroxide,0.115433,0.00811133
hjjcai,peroxide,0.118292,0.00824875
hjjcai,peroxide,0.121221,0.00838699
hjjcai,peroxide,0.124223,0.00852605
hjjcai,peroxide,0.127299,0.00866591
hjjcai,peroxide,0.130451,0.00880657
hjjcai,peroxide,0.133681,0.00894802
hjjcai,peroxide,0.136992,0.00909025
hjjcai,peroxide,0.140384,0.00923325
hjjcai,peroxide,0.14386,0.00937701
hjjcai,peroxide,0.147422,0.00952153
hjjcai,peroxide,0.151073,0.00966679
hjjcai,peroxide,0.154814,0.00981279
hjjcai,peroxide,0.158648,0.00995951
hjjcai,peroxide,0.162576,0.010107
hjjcai,peroxide,0.166602,0.0102551
hjjcai,peroxide,0.170728,0.010404
hjjcai,peroxide,0.174955,0.0105535
hjjcai,peroxide,0.179288,0.0107038
hjjcai,peroxide,0.183727,0.0108547
hjjcai,peroxide,0.188277,0.0110063
hjjcai,peroxide,0.192939,0.0111585
hjjcai,peroxide,0.197717,0.0113114
hjjcai,peroxide,0.202613,0.0114649
hjjcai,peroxide,0.20763,0.0116191
hjjcai,peroxide,0.212771,0.0117739
hjjcai,peroxide,0.21804,0.0119293
hjjcai,peroxide,0.223439,0.0120853
hjjcai,peroxide,0.228972,0.0122419
hjjcai,peroxide,0.234642,0.0123991
hjjcai,peroxide,0.240453,0.0125569
hjjcai,peroxide,0.246407,0.0127153
hjjcai,peroxide,0.252509,0.0128742
hjjcai,peroxide,0.258762,0.0130337
hjjcai,peroxide,0.265169,0.0131937
hjjcai,peroxide,0.271735,0.0133543
hjjcai,peroxide,0.278464,0.0135154
hjjcai,peroxide,0.28536,0.013677
hjjcai,peroxide,0.292426,0.0138391
hjjcai,peroxide,0.299667,0.0140018
hjjcai,peroxide,0.307088,0.0141649
hjjcai,peroxide,0.314692,0.0143285
hjjcai,peroxide,0.322485,0.0144926
hjjcai,peroxide,0.330471,0.0146572
hjjcai,peroxide,0.338654,0.0148222
hjjcai,peroxide,0.34704,0.0149877
hjjcai,peroxide,0.355634,0.0151536
hjjcai,peroxide,0.36444,0.01532
hjjcai,peroxide,0.373465,0.0154868
hjjcai,peroxide,0.382713,0.015654
hjjcai,peroxide,0.39219,0.0158216
hjjcai,peroxide,0.401901,0.0159896
hjjcai,peroxide,0.411853,0.0161581
hjjcai,peroxide,0.422052,0.0163268
hjjcai,peroxide,0.432503,0.016496
hjjcai,peroxide,0.443213,0.0166656
hjjcai,peroxide,0.454188,0.0168355
hjjcai,peroxide,0.465435,0.0170057
hjjcai,peroxide,0.476961,0.0171763
hjjcai,peroxide,0.488771,0.0173472
hjjcai,peroxide,0.500875,0.0175185
hjjcai,peroxide,0.513278,0.01769
hjjcai,peroxide,0.525988,0.0178619
hjjcai,peroxide,0.539013,0.0180341
hjjcai,peroxide,0.55236,0.0182065
hjjcai,peroxide,0.566038,0.0183793
hjjcai,peroxide,0.580055,0.0185523
hjjcai,peroxide,0.594418,0.0187255
hjjcai,peroxide,0.609138,0.0188991
hjjcai,peroxide,0.624222,0.0190728
hjjcai,peroxide,0.639679,0.0192468
hjjcai,peroxide,0.655519,0.0194211
hjjcai,peroxide,0.671752,0.0195956
hjjcai,peroxide,0.688386,0.0197702
hjjcai,peroxide,0.705432,0.0199451
hjjcai,peroxide,0.722901,0.0201202
hjjcai,peroxide,0.740802,0.0202954
hjjcai,peroxide,0.759146,0.0204709
hjjcai,peroxide,0.777944,0.0206465
hjjcai,peroxide,0.797208,0.0208222
hjjcai,peroxide,0.816949,0.0209982
hjjcai,peroxide,0.837179,0.0211742
hjjcai,peroxide,0.85791,0.0213504
hjjcai,peroxide,0.879154,0.0215267
hjjcai,peroxide,0.900924,0.0217032
hjjcai,peroxide,0.923234,0.0218797
hjjcai,peroxide,0.946096,0.0220564
hjjcai,peroxide,0.969523,0.0222331
hjjcai,peroxide,0.993531,0.02241
hjjcai,peroxide,1.01813,0.0225869
hjjcai,peroxide,1.04335,0.0227638
hjjcai,peroxide,1.06918,0.0229408
hjjcai,peroxide,1.09566,0.0231179
hjjcai,peroxide,1.12279,0.023295
hjjcai,peroxide,1.15059,0.0234795
hjjcai,peroxide,1.17908,0.0236804
hjjcai,peroxide,1.20828,0.0238962
hjjcai,peroxide,1.2382,0.0241253
hjjcai,peroxide,1.26886,0.0243661
hjjcai,peroxide,1.30028,0.0246173
hjjcai,peroxide,1.33248,0.024877
hjjcai,peroxide,1.36548,0.0251439
hjjcai,peroxide,1.39929,0.0254164
hjjcai,peroxide,1.43394,0.0256928
hjjcai,peroxide,1.46945,0.0259717
hjjcai,peroxide,1.50584,0.0262515
hjjcai,peroxide,1.54313,0.0265306
hjjcai,peroxide,1.58134,0.0268075
hjjcai,peroxide,1.6205,0.0270807
hjjcai,peroxide,1.66062,0.0273484
hjjcai,peroxide,1.70174,0.0276094
hjjcai,peroxide,1.74388,0.0278618
hjjcai,peroxide,1.78707,0.0281043
hjjcai,peroxide,1.83132,0.0283352
hjjcai,peroxide,1.87667,0.028553
hjjcai,peroxide,1.92314,0.0287561
hjjcai,peroxide,1.97076,0.028943
hjjcai,peroxide,2.01956,0.0291136
hjjcai,peroxide,2.06957,0.0292798
hjjcai,peroxide,2.12082,0.0294445
hjjcai,peroxide,2.17334,0.0296074
hjjcai,peroxide,2.22716,0.0297683
hjjcai,peroxide,2.28231,0.0299268
hjjcai,peroxide,2.33882,0.0300828
hjjcai,peroxide,2.39674,0.0302358
hjjcai,peroxide,2.45609,0.0303857
hjjcai,peroxide,2.51691,0.0305321
hjjcai,peroxide,2.57923,0.0306747
hjjcai,peroxide,2.6431,0.0308134
hjjcai,peroxide,2.70855,0.0309477
hjjcai,peroxide,2.77562,0.0310775
hjjcai,peroxide,2.84435,0.0312024
hjjcai,peroxide,2.91479,0.0313222
hjjcai,peroxide,2.98697,0.0314365
hjjcai,peroxide,3.06093,0.0315452
hjjcai,peroxide,3.13673,0.0316479
hjjcai,peroxide,3.2144,0.0317443
hjjcai,peroxide,3.294,0.0318341
hjjcai,peroxide,3.37557,0.0319172
hjjcai,peroxide,3.45916,0.0319931
hjjcai,peroxide,3.54481,0.0320617
hjjcai,peroxide,3.63259,0.032123
hjjcai,peroxide,3.72255,0.0321826
hjjcai,peroxide,3.81473,0.0322416
hjjcai,peroxide,3.90919,0.0322999
hjjcai,peroxide,4.00599,0.0323572
hjjcai,peroxide,4.10519,0.0324134
hjjcai,peroxide,4.20685,0.0324682
hjjcai,peroxide,4.31102,0.0325215
hjjcai,peroxide,4.41777,0.0325731
hjjcai,peroxide,4.52717,0.0326227
hjjcai,peroxide,4.63927,0.0326702
hjjcai,peroxide,4.75415,0.0327153
hjjcai,peroxide,4.87188,0.0327579
hjjcai,peroxide,4.99252,0.0327978
hjjcai,peroxide,5.11615,0.0328347
hjjcai,peroxide,5.24284,0.0328685
hjjcai,peroxide,5.37266,0.032899
hjjcai,peroxide,5.50571,0.0329259
hjjcai,peroxide,5.64204,0.0329491
hjjcai,peroxide,5.78175,0.0329683
hjjcai,peroxide,5.92493,0.0329834
hjjcai,peroxide,6.07164,0.0329942
hjjcai,peroxide,6.22199,0.0330004
hjjcai,peroxide,6.37607,0.0330025
hjjcai,peroxide,6.53396,0.0330037
hjjcai,peroxide,6.69575,0.0330049
hjjcai,peroxide,6.86156,0.0330059
hjjcai,peroxide,7.03147,0.0330067
hjjcai,peroxide,7.20559,0.0330075
hjjcai,peroxide,7.38402,0.0330081
hjjcai,peroxide,7.56687,0.0330087
hjjcai,peroxide,7.75424,0.0330092
hjjcai,peroxide,7.94626,0.0330097
hjjcai,peroxide,8.14303,0.0330101
hjjcai,peroxide,8.34467,0.0330105
hjjcai,peroxide,8.55131,0.0330109
hjjcai,peroxide,8.76306,0.0330113
hjjcai,peroxide,8.98006,0.0330117
hjjcai,peroxide,9.20243,0.0330121
hjjcai,peroxide,9.43031,0.0330126
hjjcai,peroxide,9.66383,0.0330132
hjjcai,peroxide,9.90313,0.0330138
hjjcai,peroxide,10.1484,0.0330146
hjjcai,peroxide,10.3997,0.0330154
hjjcai,peroxide,10.6572,0.0330164
hjjcai,peroxide,10.9211,0.0330175
hjjcai,peroxide,11.1915,0.0330188
hjjcai,peroxide,11.4686,0.0330208
hjjcai,peroxide,11.7526,0.0330257
hjjcai,peroxide,12.0437,0.0330335
